405	9.12
366	9.28
422	9.29
716	9.30
211	9.33
773	9.35
443	9.37
333	9.39
378	9.43
148	9.47
643	9.48
302	9.49
411	9.54
336	9.59
597	9.59
822	9.62
645	9.63
130	9.64
483	9.65
708	9.67
828	9.69
536	9.70
674	9.70
769	9.70
807	9.70
176	9.71
516	9.71
547	9.71
581	9.71
249	9.72
381	9.72
725	9.75
432	9.76
56	9.77
234	9.78
261	9.83
575	9.83
80	9.89
753	9.89
304	9.92
311	9.92
662	9.92
630	9.93
733	9.93
761	9.93
42	9.95
653	9.95
852	10.03
848	10.06
319	10.07
330	10.07
47	10.09
370	10.09
804	10.09
224	10.10
719	10.13
135	10.17
518	10.18
737	10.18
400	10.21
312	10.23
17	10.24
36	10.25
467	10.25
542	10.25
452	10.27
507	10.27
659	10.27
717	10.28
40	10.29
637	10.30
785	10.30
450	10.31
535	10.31
559	10.33
648	10.33
545	10.34
529	10.35
601	10.36
161	10.37
239	10.37
298	10.40
724	10.40
359	10.44
444	10.44
651	10.45
93	10.46
283	10.46
385	10.46
752	10.46
825	10.46
334	10.47
426	10.47
387	10.48
68	10.49
67	10.50
377	10.50
256	10.53
271	10.55
447	10.55
482	10.55
98	10.56
555	10.56
797	10.56
501	10.57
784	10.57
182	10.60
588	10.61
242	10.62
689	10.63
285	10.65
602	10.66
134	10.67
421	10.68
431	10.68
534	10.68
614	10.68
714	10.75
233	10.77
340	10.77
831	10.77
634	10.78
332	10.79
480	10.80
371	10.82
492	10.82
485	10.83
229	10.84
305	10.84
607	10.85
81	10.86
558	10.86
673	10.86
307	10.87
619	10.87
105	10.90
352	10.91
640	10.91
734	10.92
533	10.95
151	10.96
254	10.96
580	10.96
585	10.96
592	10.96
228	10.97
375	10.97
591	10.97
668	10.97
743	10.97
208	11.00
600	11.00
446	11.01
665	11.01
818	11.01
276	11.02
603	11.03
576	11.04
439	11.05
782	11.05
75	11.06
76	11.06
309	11.07
94	11.08
113	11.08
54	11.09
281	11.09
362	11.09
414	11.09
90	11.10
810	11.10
173	11.12
541	11.13
192	11.14
727	11.14
126	11.15
183	11.15
517	11.15
626	11.18
26	11.19
106	11.20
605	11.20
198	11.21
697	11.21
223	11.22
140	11.23
274	11.23
131	11.26
124	11.27
715	11.27
230	11.28
596	11.28
746	11.28
31	11.29
207	11.29
326	11.29
345	11.29
82	11.30
548	11.30
263	11.31
681	11.31
268	11.33
353	11.33
524	11.33
628	11.34
635	11.35
317	11.36
416	11.36
632	11.36
232	11.39
306	11.41
633	11.41
114	11.42
83	11.43
812	11.43
770	11.45
425	11.46
604	11.46
790	11.46
220	11.48
479	11.48
84	11.54
91	11.54
583	11.55
19	11.57
163	11.57
320	11.58
735	11.58
840	11.58
34	11.59
525	11.59
649	11.59
30	11.60
177	11.60
214	11.60
442	11.60
92	11.62
527	11.63
465	11.64
455	11.65
508	11.65
537	11.65
13	11.66
160	11.66
219	11.66
258	11.66
187	11.67
250	11.67
606	11.68
167	11.69
202	11.71
826	11.71
247	11.72
428	11.72
788	11.73
27	11.74
257	11.74
741	11.74
408	11.75
638	11.75
704	11.76
325	11.77
150	11.78
354	11.78
368	11.78
798	11.80
64	11.83
215	11.83
225	11.83
680	11.84
502	11.85
243	11.87
762	11.87
383	11.88
625	11.88
677	11.88
337	11.89
721	11.89
853	11.89
116	11.91
272	11.91
293	11.91
273	11.92
493	11.92
620	11.92
386	11.93
436	11.93
779	11.93
474	11.94
709	11.94
270	11.97
335	11.97
415	11.99
564	11.99
627	11.99
360	12.00
398	12.00
693	12.00
413	12.01
511	12.01
12	12.02
328	12.02
339	12.02
24	12.03
79	12.03
188	12.03
280	12.04
291	12.04
809	12.05
157	12.07
196	12.08
655	12.08
74	12.10
186	12.10
97	12.11
88	12.12
251	12.12
612	12.12
209	12.14
433	12.15
180	12.16
314	12.16
108	12.17
636	12.17
736	12.17
195	12.18
11	12.19
290	12.19
471	12.19
647	12.19
705	12.19
730	12.19
89	12.23
745	12.23
791	12.24
699	12.25
15	12.26
6	12.27
394	12.27
846	12.27
666	12.28
781	12.28
851	12.28
355	12.29
497	12.29
644	12.29
99	12.30
512	12.31
712	12.31
324	12.32
372	12.33
509	12.35
50	12.37
477	12.37
617	12.39
827	12.39
204	12.41
701	12.41
262	12.42
754	12.43
610	12.44
546	12.45
361	12.48
469	12.48
478	12.49
843	12.49
236	12.50
427	12.51
641	12.51
420	12.52
25	12.53
58	12.53
384	12.53
487	12.53
700	12.53
672	12.54
816	12.54
14	12.57
755	12.59
758	12.59
128	12.60
397	12.61
213	12.62
454	12.64
287	12.65
216	12.67
802	12.67
837	12.67
231	12.68
286	12.68
463	12.69
364	12.70
611	12.70
821	12.70
162	12.71
457	12.71
768	12.71
145	12.73
289	12.73
590	12.74
310	12.78
462	12.78
363	12.79
109	12.80
171	12.83
832	12.85
132	12.88
459	12.88
728	12.90
437	12.91
472	12.91
301	12.92
391	12.92
402	12.93
86	12.94
513	12.94
143	12.95
406	12.96
771	12.97
845	12.97
458	12.98
563	12.98
844	12.99
23	13.00
376	13.00
578	13.00
21	13.01
520	13.01
608	13.01
729	13.01
147	13.03
491	13.03
552	13.03
707	13.03
720	13.03
430	13.04
833	13.04
476	13.05
794	13.09
543	13.10
656	13.12
389	13.13
820	13.13
166	13.14
278	13.14
836	13.14
53	13.15
565	13.15
599	13.16
589	13.17
678	13.17
238	13.19
484	13.20
692	13.20
811	13.21
561	13.22
112	13.27
731	13.28
217	13.29
690	13.30
496	13.33
553	13.33
22	13.35
123	13.35
691	13.39
815	13.39
49	13.40
399	13.41
488	13.41
139	13.42
226	13.42
652	13.43
390	13.44
786	13.44
295	13.46
323	13.46
639	13.46
172	13.48
756	13.48
199	13.51
37	13.53
669	13.54
765	13.54
374	13.57
191	13.58
783	13.59
35	13.60
569	13.61
367	13.64
539	13.65
824	13.66
538	13.67
723	13.67
55	13.70
675	13.70
739	13.73
679	13.74
356	13.75
490	13.75
321	13.78
702	13.78
495	13.80
792	13.82
170	13.83
830	13.84
267	13.86
299	13.89
687	13.89
138	13.90
264	13.90
322	13.90
805	13.92
594	13.95
850	13.98
657	13.99
72	14.00
292	14.00
369	14.02
738	14.03
96	14.04
646	14.04
227	14.07
245	14.07
682	14.08
294	14.09
284	14.12
313	14.12
593	14.13
95	14.14
572	14.14
275	14.15
277	14.16
184	14.18
731	14.18
125	14.19
379	14.21
763	14.21
351	14.22
486	14.22
566	14.24
144	14.26
51	14.30
438	14.30
365	14.35
710	14.38
660	14.39
28	14.40
557	14.43
747	14.44
120	14.46
808	14.46
766	14.47
473	14.48
530	14.50
523	14.51
573	14.51
757	14.53
32	14.54
194	14.54
393	14.54
711	14.55
616	14.57
795	14.60
562	14.64
308	14.69
343	14.69
806	14.69
410	14.70
241	14.73
303	14.75
412	14.79
43	14.80
570	14.80
829	14.80
684	14.81
713	14.81
181	14.85
787	14.85
197	14.89
698	14.89
65	14.91
515	14.91
819	14.91
338	14.96
137	14.98
221	14.99
767	15.00
554	15.01
621	15.01
528	15.04
521	15.05
749	15.06
842	15.07
210	15.09
803	15.09
117	15.10
102	15.12
622	15.14
793	15.16
686	15.17
169	15.21
663	15.23
445	15.24
395	15.25
403	15.25
841	15.25
456	15.27
694	15.27
218	15.30
587	15.32
623	15.35
624	15.35
683	15.36
178	15.39
142	15.40
453	15.40
174	15.41
206	15.41
358	15.44
331	15.45
156	15.48
297	15.50
744	15.50
551	15.51
253	15.53
121	15.54
475	15.57
237	15.58
695	15.59
200	15.60
63	15.61
5	15.65
18	15.65
373	15.65
464	15.65
759	15.65
101	15.66
73	15.67
16	15.69
44	15.69
349	15.70
544	15.70
577	15.71
87	15.72
146	15.72
531	15.72
461	15.75
380	15.77
778	15.79
435	15.81
789	15.85
235	15.87
685	15.87
20	15.90
346	15.90
506	15.91
519	15.92
567	15.92
111	15.93
796	15.93
265	15.94
688	15.99
526	16.00
279	16.01
532	16.01
103	16.02
434	16.02
165	16.04
152	16.09
382	16.13
613	16.14
419	16.16
560	16.16
748	16.16
609	16.17
470	16.21
760	16.24
706	16.25
823	16.28
676	16.30
849	16.36
10	16.37
185	16.38
451	16.41
155	16.44
574	16.45
240	16.50
100	16.53
259	16.53
764	16.60
817	16.62
556	16.64
750	16.66
255	16.67
582	16.69
57	16.76
252	16.86
52	16.89
205	16.90
667	16.95
468	16.98
69	17.08
776	17.28
772	17.30
60	17.38
266	17.38
141	17.49
159	17.59
722	17.60
179	17.78
59	17.82
407	18.05
618	18.44
39	18.58
