  7.423E-08  2.667E-06  1.589E-05  9.275E-06  1.273E-05  1.664E-05  3.032E-05  2.592E-05  5.773E-05  0.0001132  0.0002114  0.0004046  0.0006896   0.001235   0.001463   0.002482   0.003437   0.003961   0.004121   0.003175   0.002345   0.001355  0.0006372  0.0004653  0.0003465  0.0001597  0.0001017  8.902E-05  5.200E-05  2.114E-05  2.007E-05  5.436E-06      0.000
  3.107E-06  1.603E-05  1.256E-05  1.033E-05  7.816E-06  1.801E-05  5.960E-05  8.366E-05  0.0001227  0.0001046  0.0002790  0.0006723   0.001232   0.001836   0.002539   0.003087   0.005582   0.008426   0.007244   0.004803   0.002457   0.001533   0.001278  0.0007562  0.0004623  0.0002091  0.0001146  9.370E-05  4.655E-05  1.490E-05  1.454E-05  7.916E-06      0.000
  5.081E-06  1.731E-05  1.605E-05  1.645E-05  1.171E-05  3.448E-05  8.056E-05  0.0001507  0.0001634  0.0003446  0.0006681  0.0007479   0.001534   0.002602   0.003914   0.005255    0.01039    0.01673    0.01052   0.005441   0.003475   0.002264   0.001613  0.0008876  0.0004844  0.0002053  0.0001196  8.187E-05  3.017E-05  1.583E-05  1.224E-05  6.530E-06      0.000
  6.343E-06  1.216E-05  1.856E-05  9.468E-06  2.102E-05  5.410E-05  0.0001171  0.0001383  0.0002354  0.0004921   0.001070   0.001464   0.002328   0.003243   0.005368   0.008606    0.02604    0.02744   0.009394   0.006249   0.003671   0.002054   0.001492  0.0007840  0.0004290  0.0001585  8.977E-05  6.169E-05  1.669E-05  8.628E-06  9.094E-06  5.487E-06  2.179E-07
  6.434E-06  1.019E-05  1.165E-05  1.572E-05  3.377E-05  9.719E-05  0.0001157  0.0001648  0.0003589  0.0007674   0.001398   0.001978   0.003193   0.005302    0.01011    0.02220    0.05008    0.02362   0.007294   0.004991   0.002874   0.001574  0.0009246  0.0004096  0.0001971  7.356E-05  3.583E-05  2.660E-05  9.866E-06  7.550E-06  5.312E-06  3.520E-06  2.191E-07
  6.834E-06  8.398E-06  6.247E-06  1.688E-05  3.207E-05  0.0001185  0.0001079  0.0001884  0.0003734  0.0007754   0.001418   0.001932   0.003314   0.005874    0.01140    0.03437    0.04314    0.02921   0.009387   0.005531   0.003300   0.001936   0.001092  0.0005799  0.0002464  0.0001073  7.988E-05  1.393E-05  9.804E-06  1.221E-05  8.548E-06  2.401E-06  6.023E-09
  2.644E-06  9.319E-06  5.885E-06  1.231E-05  2.845E-05  4.277E-05  6.396E-05  0.0001959  0.0003964  0.0008015   0.001428   0.002250   0.003819   0.006375    0.01204    0.04105    0.02969    0.02091    0.01184   0.005758   0.003058   0.001714  0.0009083  0.0004804  0.0001825  0.0001166  6.056E-05  1.526E-05  1.186E-05  3.329E-06  1.793E-06  5.103E-06  1.395E-06
  1.907E-06  7.148E-06  1.239E-05  1.492E-05  5.764E-05  6.952E-05  0.0001242  0.0002185  0.0005198   0.001004   0.001795   0.002543   0.004413   0.007397    0.01608    0.02661    0.01082   0.007999   0.006316   0.003766   0.001949   0.001221  0.0006221  0.0002532  0.0001252  8.003E-05  2.663E-05  1.809E-05  1.109E-05  7.101E-06  3.118E-06  9.406E-06  5.436E-07
  1.764E-06  8.120E-06  8.012E-06  1.097E-05  4.187E-05  8.593E-05  0.0001520  0.0002120  0.0004685  0.0009164   0.001720   0.002186   0.004055   0.008047    0.01334    0.01244   0.007926   0.006104   0.004755   0.002827   0.001271  0.0005506  0.0003439  0.0001626  0.0001183  4.669E-05  2.433E-05  1.974E-05  1.589E-05  1.170E-05  5.881E-06  8.539E-06      0.000
  1.466E-06  8.395E-06  6.928E-06  1.290E-05  2.476E-05  8.861E-05  8.871E-05  0.0001456  0.0003876  0.0007512   0.001073   0.001926   0.003916   0.006544   0.009510   0.007886   0.006567   0.004577   0.003310   0.001847  0.0009612  0.0003926  0.0001257  8.271E-05  6.127E-05  1.971E-05  2.382E-05  1.413E-05  1.250E-05  1.182E-05  8.404E-06  4.796E-06      0.000
      0.000  2.406E-06  5.061E-06  9.627E-06  1.205E-05  4.588E-05  9.768E-05  0.0001813  0.0002257  0.0004749  0.0008584   0.001776   0.002986   0.004289   0.005774   0.005159   0.004616   0.002886   0.001589   0.001011  0.0005726  0.0002297  0.0001340  5.353E-05  3.303E-05  1.396E-05  1.106E-05  1.132E-05  9.211E-06  9.479E-06  7.562E-06  5.809E-06      0.000
      0.000  9.837E-07  4.519E-06  7.691E-06  1.640E-05  2.477E-05  8.333E-05  0.0001212  0.0001068  0.0002960  0.0007201   0.001124   0.001450   0.002625   0.003299   0.002790   0.002587   0.001508  0.0006507  0.0004267  0.0002419  0.0001305  6.067E-05  4.946E-05  3.548E-05  1.484E-05  9.256E-06  1.517E-05  1.028E-05  9.381E-06  8.904E-06  2.460E-07      0.000
      0.000  4.750E-07  5.500E-06  7.633E-06  7.927E-06  8.906E-06  2.264E-05  6.421E-05  0.0001251  0.0001864  0.0003484  0.0005949  0.0007398   0.001267   0.001323   0.001054   0.001006  0.0006175  0.0002785  0.0001691  0.0001076  6.608E-05  2.118E-05  2.217E-05  2.414E-05  8.357E-06  1.153E-05  1.222E-05  6.814E-06  6.725E-06  5.590E-06      0.000      0.000
      0.000      0.000  1.476E-06  5.248E-06  3.386E-06  1.155E-05  1.741E-05  3.959E-05  8.356E-05  0.0001474  0.0001955  0.0001947  0.0003759  0.0005090  0.0004615  0.0003337  0.0003613  0.0002525  0.0001322  8.109E-05  5.144E-05  3.368E-05  2.686E-05  2.277E-05  1.237E-05  1.075E-05  1.122E-05  5.127E-06  3.665E-06  5.173E-07  1.051E-07      0.000      0.000
      0.000      0.000      0.000  5.570E-06  4.059E-06  4.894E-06  1.059E-05  7.356E-06  1.919E-05  7.177E-05  0.0001203  0.0001389  0.0001822  0.0001926  0.0001418  9.897E-05  0.0001249  0.0001406  5.966E-05  3.554E-05  2.574E-05  1.648E-05  1.463E-05  1.946E-05  1.653E-05  9.690E-06  9.090E-06  4.974E-06  4.117E-06  8.421E-07      0.000      0.000      0.000
      0.000      0.000      0.000  1.255E-06  8.018E-06  7.969E-06  1.066E-05  9.665E-06  2.237E-05  1.706E-05  3.196E-05  6.694E-05  8.415E-05  9.242E-05  6.263E-05  3.707E-05  4.269E-05  2.756E-05  2.752E-05  2.523E-05  1.465E-05  1.580E-05  7.027E-06  9.132E-06  7.958E-06  9.156E-06  8.816E-06  7.823E-06  2.986E-06      0.000      0.000      0.000      0.000
      0.000      0.000      0.000      0.000  2.837E-06  5.151E-06  5.160E-06  1.041E-05  1.779E-05  8.640E-06  1.748E-05  1.631E-05  2.305E-05  2.640E-05  3.959E-05  2.001E-05  1.498E-05  2.004E-05  2.450E-05  1.920E-05  9.148E-06  7.827E-06  1.163E-05  9.937E-06  1.367E-05  5.570E-06  5.568E-06  4.686E-06      0.000      0.000      0.000      0.000      0.000
      0.000      0.000      0.000      0.000      0.000  9.148E-07  5.338E-06  7.705E-06  9.231E-06  5.450E-06  1.550E-05  1.687E-05  1.399E-05  1.283E-05  1.525E-05  8.624E-06  1.284E-05  1.753E-05  1.346E-05  1.593E-05  9.851E-06  7.271E-06  3.758E-06  5.842E-06  1.004E-05  5.168E-06  1.890E-06      0.000      0.000      0.000      0.000      0.000      0.000
      0.000      0.000      0.000      0.000      0.000      0.000  1.059E-07  1.382E-06  6.243E-06  4.269E-06  8.386E-06  1.375E-05  1.063E-05  1.319E-05  5.857E-06  7.197E-06  7.600E-06  1.143E-05  1.354E-05  1.168E-05  1.260E-05  7.036E-06  6.801E-06  1.289E-05  2.784E-06  1.117E-06      0.000      0.000      0.000      0.000      0.000      0.000      0.000
      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  1.079E-06  2.114E-06  7.757E-06  8.806E-06  8.923E-06  9.753E-06  6.140E-06  5.487E-06  8.891E-06  7.480E-06  4.810E-06  6.430E-06  1.646E-05  1.252E-05  8.757E-06  6.687E-06  6.235E-07      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  7.335E-07  3.725E-06  5.886E-06  7.645E-06  5.722E-06  3.372E-06  5.575E-06  2.271E-06  3.002E-06  5.310E-06  1.080E-05  3.663E-06  4.837E-07      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  1.602E-07  1.535E-08  2.651E-07  1.145E-06  2.507E-08      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
