      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  4.355E-07  1.879E-06  1.139E-06  2.513E-06  9.425E-06  7.427E-06  3.851E-06  9.301E-06  6.611E-06  3.516E-06      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000  1.268E-06  1.550E-06  9.640E-06  1.166E-05  7.525E-06  8.475E-06  1.160E-05  5.424E-06  6.262E-06  1.889E-05  2.319E-05  1.307E-05  7.094E-06  3.471E-06  3.058E-07      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
      0.000      0.000      0.000      0.000      0.000      0.000      0.000  1.442E-06  5.593E-06  9.273E-06  9.946E-06  4.721E-06  5.745E-06  9.115E-06  1.434E-05  1.315E-05  1.798E-05  6.541E-06  8.417E-06  1.043E-05  1.039E-05  1.688E-05  1.184E-05  6.007E-06  6.648E-06      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
      0.000      0.000      0.000      0.000      0.000      0.000  2.974E-06  9.184E-06  4.572E-06  1.464E-06  6.913E-06  7.400E-06  1.471E-05  1.122E-05  1.315E-05  1.534E-05  1.707E-05  1.337E-05  1.290E-05  1.783E-05  1.530E-05  1.028E-05  1.997E-05  1.053E-05  9.269E-06  9.788E-06  8.883E-07      0.000      0.000      0.000      0.000      0.000      0.000
      0.000      0.000      0.000      0.000      0.000  4.480E-06  3.651E-06  9.845E-06  8.515E-06  1.134E-05  6.996E-06  1.237E-05  2.177E-05  1.223E-05  1.399E-05  1.710E-05  2.312E-05  2.967E-05  4.396E-05  4.582E-05  3.462E-05  2.730E-05  1.340E-05  6.478E-06  7.438E-06  1.598E-05  1.069E-05  1.043E-06      0.000      0.000      0.000      0.000      0.000
      0.000      0.000      0.000      0.000  2.804E-06  5.814E-06  7.109E-06  1.189E-05  8.639E-06  1.310E-05  1.029E-05  1.268E-05  1.910E-05  1.531E-05  3.654E-05  5.860E-05  7.202E-05  6.654E-05  0.0001073  0.0001132  0.0001040  8.427E-05  3.358E-05  5.228E-05  2.160E-05  9.112E-06  7.975E-06  8.176E-06  2.260E-06      0.000      0.000      0.000      0.000
      0.000      0.000      0.000  4.644E-06  6.074E-06  6.181E-06  9.683E-06  1.167E-05  1.953E-05  1.731E-05  1.620E-05  1.971E-05  2.357E-05  3.197E-05  9.347E-05  0.0001387  0.0001706  9.160E-05  0.0001705  0.0002045  0.0001989  0.0001688  0.0001084  0.0001048  4.511E-05  3.590E-05  1.385E-05  1.420E-05  1.389E-05  4.686E-07      0.000      0.000      0.000
      0.000      0.000  4.748E-07  1.198E-05  1.282E-05  1.250E-05  9.941E-06  1.491E-05  1.897E-05  2.345E-05  3.060E-05  5.321E-05  4.936E-05  9.482E-05  0.0001561  0.0001708  0.0002075  0.0001667  0.0002975  0.0002969  0.0002706  0.0001714  0.0002279  0.0001859  0.0001436  6.779E-05  3.223E-05  9.396E-06  1.205E-05  4.896E-06      0.000      0.000      0.000
      0.000      0.000  5.662E-06  4.178E-06  5.105E-06  1.198E-05  1.401E-05  2.538E-05  2.221E-05  3.834E-05  6.164E-05  8.987E-05  0.0001331  8.373E-05  0.0002034  0.0003393  0.0005219  0.0004682  0.0007123  0.0005886  0.0003831  0.0003435  0.0002745  0.0002039  0.0001681  0.0001350  4.445E-05  1.725E-05  8.961E-06  1.662E-05  6.864E-06      0.000      0.000
      0.000  4.330E-06  1.063E-05  1.039E-05  8.121E-06  7.580E-06  1.059E-05  2.682E-05  3.177E-05  6.002E-05  0.0001005  0.0001427  0.0001759  0.0002035  0.0003965  0.0008343   0.001013  0.0009830   0.001181   0.001006  0.0006814  0.0005887  0.0004718  0.0002445  0.0001518  8.947E-05  5.459E-05  4.981E-05  2.554E-05  1.532E-05  8.694E-06      0.000      0.000
      0.000  6.394E-06  7.039E-06  8.286E-06  1.185E-05  1.558E-05  8.047E-06  1.966E-05  4.270E-05  0.0001006  0.0001506  0.0002080  0.0003737  0.0005863  0.0007512   0.001369   0.001958   0.002081   0.002476   0.001766   0.001672  0.0009892  0.0007138  0.0002924  0.0001287  0.0001199  0.0001357  6.750E-05  3.799E-05  1.336E-05  1.212E-05  1.931E-06      0.000
