Time    Ener
384248  4.50
384415  3.74
384462  6.42
384474  5.52
384481  5.30
384484  6.54
384496  3.61
384509  5.06
384518  3.56
384540  4.11
384559  5.16
384625  7.60
384682  3.57
384697  6.65
384726  1.81
384773  2.60
384835  7.04
384842  5.17
384861  2.41
384986  3.97
384999  4.73
385030  3.85
385065  6.80
385090  2.07
385090  2.08
385146  3.61
385168  6.01
385181  3.32
385250  4.29
385282  2.86
385288  2.82
385366  5.33
385413  4.51
385435  2.97
385464  6.74
385486  2.81
385505  2.84
385517  3.91
385558  5.73
385636  2.53
385709  2.71
385750  1.74
385759  5.76
385819  2.99
385837  4.16
385850  2.48
385866  3.08
385888  3.12
385894  3.25
385944  3.72
385985  2.16
386007  4.24
386007  2.15
386023  2.86
386029  5.18
386067  3.85
386076  2.95
386126  4.79
386136  4.66
386142  1.77
386164  2.70
386192  4.25
386202  3.70
386218  4.09
386249  4.24
386287  3.89
386302  2.63
386309  6.45
386318  2.34
386327  2.08
386343  4.83
386353  3.09
386356  3.30
386365  1.99
386393  2.67
386422  1.79
386450  2.76
386459  5.84
386469  6.82
386497  6.75
386547  5.09
386560  4.02
386579  3.82
386594  4.17
386632  3.35
386635  6.64
386648  4.01
386654  2.56
386664  3.90
386670  2.78
386686  5.05
386751  3.15
386849  4.23
386880  9.62
387018  6.38
387062  4.35
387078  4.83
387103  2.88
387135  4.81
387138  3.61
387154  6.62
387194  1.89
387210  4.26
387235  4.69
387235  4.91
387267  1.97
387273  3.00
387314  6.23
387323  5.82
387329  3.05
387329  0.93
387339  3.71
387361  2.24
387386  3.34
387392  2.90
387395  6.96
387430  6.29
387480  4.71
387490  4.33
387493  6.05
387499  4.10
387505  5.19
387524  6.68
387537  3.01
387549  3.31
387559  3.79
387606  6.35
387628  4.21
387703  2.85
387710  3.26
387719  3.21
387785  3.12
387788  5.31
387794  2.05
387797  3.55
387807  5.88
387860  4.52
387873  3.09
387885  2.49
387945  3.20
387945  2.92
387998  5.22
388024  3.08
388052  4.46
388099  6.73
388105  6.51
388130  3.53
388146  4.67
388250  6.35
388269  1.52
388275  4.32
388287  4.05
388294  4.01
388344  5.42
388350  3.98
388366  3.90
388375  3.18
388413  4.41
388429  2.64
388501  3.62
388507  3.09
388558  4.59
388570  5.31
388573  2.50
388636  6.90
388715  4.03
388755  4.63
388762  2.93
388796  3.16
388799  4.54
388815  4.37
388825  5.11
388850  3.75
388869  3.51
388884  4.91
388916  4.52
388919  3.95
388969  2.78
388991  4.40
388994  3.37
388997  3.58
389013  9.12
389019  2.47
389129  2.93
389151  3.58
389176  2.32
389201  2.99
389305  3.04
389343  3.44
389349  3.35
389355  1.47
389362  4.91
389371  5.57
389393  2.76
389396  2.63
389428  1.71
389437  6.53
389456  4.77
389475  2.78
389481  3.31
389522  2.92
389531  3.97
389534  2.10
389556  2.89
389575  3.15
389578  5.24
389585  3.76
389610  5.17
389613  3.43
389644  4.31
389679  6.60
389682  4.50
389685  5.92
389688  5.16
389735  3.79
389761  3.09
389767  2.57
389770  4.68
389786  6.78
389789  5.48
389827  4.72
389858  1.45
389914  3.39
389933  4.44
389958  2.66
389965  2.50
389968  3.29
390009  5.66
390103  3.05
390125  3.28
390138  3.46
390166  2.31
390200  5.59
390244  3.29
390304  3.98
390433  6.57
390483  5.91
390508  3.05
390518  5.21
390527  6.19
390555  4.31
390659  10.20
390678  5.41
390687  2.97
390693  3.22
390722  7.82
390759  3.41
390781  3.14
390810  7.16
390816  2.91
390879  4.24
390901  2.70
390995  2.27
391026  1.27
391036  4.22
391089  4.40
391202  4.06
391227  4.57
391271  3.79
391278  4.34
391281  3.68
391306  4.10
391341  6.42
391347  1.28
391388  4.68
391422  4.31
391494  3.24
391529  2.77
391545  3.40
391564  2.98
391576  3.85
391595  4.31
391655  3.85
391658  5.49
391670  4.04
391677  4.84
391695  4.62
391705  3.13
391837  8.55
391859  5.06
391862  4.07
391896  3.90
391900  1.86
391906  4.84
391922  4.90
391975  4.19
391997  3.63
392000  6.61
392025  4.59
392032  4.53
392063  4.61
392069  4.04
392079  2.17
392113  5.18
392126  9.15
392141  2.63
392145  3.68
392204  2.51
392242  2.77
392283  4.91
392317  4.43
392317  4.71
392349  4.15
392358  4.71
392368  3.56
392377  2.94
392408  3.96
392471  4.33
392503  3.88
392566  6.35
392606  3.31
392641  2.03
392719  2.92
392776  3.03
392807  2.41
392817  4.78
392851  1.74
392854  2.32
392880  7.30
392883  4.17
392889  2.11
392905  4.07
392920  3.07
392939  5.54
392971  2.38
392980  3.84
392999  2.56
393008  5.67
393012  4.43
393093  4.46
393096  6.83
393159  2.43
393175  2.85
393197  4.58
393197  3.85
393213  4.58
393266  7.47
393272  4.07
393291  4.66
393341  3.92
393344  3.50
393348  5.52
393360  4.13
393407  4.14
393439  4.92
393448  4.61
393498  4.64
393530  4.09
393552  3.98
393602  2.87
393611  5.46
393618  3.73
393659  2.56
393709  3.65
393718  7.19
393728  3.18
393737  2.75
393787  6.01
393794  6.47
393853  3.55
393866  3.03
393882  5.37
393894  4.46
393929  3.89
393938  4.06
393951  1.81
393998  3.47
394007  4.14
394039  5.51
394045  3.88
394067  4.71
394070  3.56
394076  4.84
394083  7.52
394127  3.98
394130  5.21
394136  3.47
394149  1.97
394155  4.83
394158  5.01
394164  2.30
394183  7.03
394202  5.95
394230  5.04
394243  2.60
394284  2.19
394324  3.04
394328  4.65
394340  3.31
394375  3.43
394394  3.66
394453  4.38
394456  7.41
394460  2.35
394535  2.37
394617  3.00
394673  3.80
394695  2.88
394752  3.34
394780  2.77
394827  3.08
394862  2.49
394906  3.91
394968  3.22
394975  6.22
395025  3.60
395050  3.83
395053  2.18
395147  5.60
395154  3.35
395198  6.01
395235  2.72
395251  4.88
395289  6.82
395330  5.68
395405  2.34
395408  4.98
395443  3.88
395452  2.32
395462  2.29
395490  4.27
395499  6.05
395518  2.92
395537  1.91
395549  3.10
395622  4.25
395675  2.52
395685  8.77
395688  1.95
395716  4.58
395719  2.53
395728  1.01
395810  5.21
395854  3.74
395914  6.70
395930  3.49
395939  5.04
395989  3.52
395995  3.42
396021  1.61
396080  3.31
396137  5.78
396140  3.33
396165  2.62
396187  3.49
396206  6.50
396275  4.33
396328  2.46
396360  3.49
396416  2.27
396426  4.96
396517  3.53
396539  3.40
396564  2.21
396577  4.37
396614  6.12
396624  4.83
396639  4.84
396646  2.46
396671  2.60
396699  2.48
396740  5.23
396752  3.10
396812  5.43
396822  3.68
396869  2.64
396881  3.46
396888  5.04
396900  3.49
396944  6.80
396975  4.75
397001  2.43
397019  6.17
397133  5.48
397230  6.59
397249  3.07
397302  2.51
397330  5.05
397343  3.10
397359  3.58
397371  4.72
397381  6.80
397390  3.11
397409  2.76
397412  4.10
397456  4.55
397465  4.16
397503  3.14
397522  4.72
397569  7.05
397613  3.63
397651  2.47
397670  4.47
397688  2.95
397726  7.53
397776  5.11
397805  6.01
397852  3.26
397868  3.71
397890  2.61
397921  3.00
397971  3.48
398031  3.88
398056  2.73
398075  5.30
398091  3.88
398169  2.68
398188  6.61
398210  2.72
398270  4.36
398273  2.01
398361  3.97
398380  4.29
398417  3.34
398442  5.13
398452  3.84
398455  3.70
398477  4.30
398571  2.63
398577  3.35
398640  4.08
398675  4.82
398694  5.83
398744  3.11
398785  5.06
398882  3.82
398888  2.90
398891  3.02
398961  3.00
398989  2.23
398992  6.66
399023  7.47
399074  3.87
399108  4.00
399121  2.98
399133  3.04
399140  8.24
399149  6.35
399180  4.13
399202  2.12
399218  2.23
399224  5.34
399231  3.09
399281  0.88
399338  2.88
399369  2.01
399378  3.60
399388  3.77
399391  4.72
399438  6.70
399451  6.07
399454  4.00
399520  3.16
399532  3.74
399551  4.51
399630  6.53
399661  8.04
399674  6.13
399680  3.52
399696  4.27
399699  2.85
399702  3.82
399724  5.55
399802  1.88
399840  4.58
399909  2.00
399934  4.15
399941  1.74
400013  3.72
400029  5.05
400035  6.60
400038  5.01
400079  3.03
400101  3.79
400104  6.07
400110  4.61
400116  3.93
400129  6.93
400236  2.12
400264  2.63
400336  2.61
400352  1.93
400390  3.03
400418  5.84
400453  3.05
400456  4.32
400506  5.02
400547  4.08
400563  6.30
400625  3.85
400654  2.35
400676  4.43
400701  2.49
400726  3.24
400779  3.49
400820  8.08
400826  4.02
400851  1.47
400924  2.94
401005  3.10
401018  4.45
401024  2.33
401078  6.28
401137  7.23
401137  6.14
401169  4.61
401175  3.83
401194  4.84
401200  5.29
401213  1.97
401222  3.78
401254  3.32
401351  3.41
401370  5.40
401373  3.01
401395  2.83
401470  4.06
401477  3.02
401495  3.47
401524  2.50
401778  3.50
401844  6.81
401866  3.06
401923  3.25
401926  4.07
402117  2.37
402149  3.72
402174  4.77
402202  6.51
402208  4.67
402265  5.03
402271  5.32
402274  8.06
402290  3.07
402350  3.06
402369  3.22
402425  3.65
402435  3.91
402453  4.84
402513  3.47
402526  6.32
402541  2.43
402588  3.58
402601  2.97
402623  4.52
402717  3.03
402764  2.52
402833  1.80
402934  4.19
402937  2.31
402972  4.76
402987  2.97
403019  3.15
403041  2.07
403047  3.85
403066  2.22
403075  5.74
403154  2.97
403176  3.66
403195  3.92
403229  3.92
403236  4.09
403242  1.88
403267  2.88
403279  2.48
403308  4.87
403311  3.89
403440  4.24
403446  2.86
403471  4.13
403496  2.07
403521  3.52
403572  3.25
403609  2.86
403628  3.26
403641  6.66
403688  3.78
403738  3.66
403757  7.20
403798  2.67
403807  3.23
403873  4.61
403876  5.24
403908  2.96
403967  5.83
404074  2.88
404080  6.48
404115  3.19
404137  4.40
404156  4.41
404187  5.34
404190  2.88
404203  2.35
404313  4.17
404319  2.40
404335  6.89
404347  4.44
404439  4.84
404442  3.04
404451  5.21
404461  2.99
404495  5.24
404793  4.55
404859  3.48
404994  2.01
405092  6.72
405104  4.37
405111  2.48
405114  4.72
405136  5.91
405142  2.19
405148  3.84
405155  5.02
405224  4.28
405239  5.46
405290  3.89
405302  1.69
405371  5.27
405393  2.44
405412  1.91
405497  3.98
405563  2.87
405585  3.78
405638  6.48
405679  3.49
405799  4.04
405852  2.47
405855  4.13
405921  2.21
405924  4.25
405943  1.78
405959  7.05
405984  2.34
406069  2.34
406075  2.03
406106  6.08
406232  5.27
406383  2.09
406430  6.44
406471  4.87
406483  1.21
406534  3.08
406593  4.12
406618  5.05
406625  3.74
406650  3.73
406653  4.30
406665  6.34
406747  3.87
406760  3.45
406851  3.35
406936  4.50
406989  2.69
407046  4.61
407124  4.27
407190  2.60
407218  4.93
407309  2.24
407451  3.18
407466  5.14
407536  6.45
407564  3.38
407658  4.59
407715  4.95
407724  4.64
407856  2.29
407912  4.88
407919  3.52
408032  3.32
408148  4.16
408176  4.50
408201  1.91
408227  2.76
408245  4.44
408271  2.29
408305  4.00
408384  2.28
408415  3.77
408531  3.55
408575  3.04
408629  4.32
408632  5.22
408861  3.48
408896  5.00
408908  2.43
408918  3.17
408965  7.46
409024  3.68
409112  7.37
409172  2.02
409216  4.84
409229  4.24
409251  4.74
409298  3.03
409320  5.19
409389  6.42
409395  4.56
409433  5.39
409649  3.63
409766  2.92
409778  3.54
409901  5.00
409907  3.87
410023  4.60
410108  4.03
410155  3.17
410165  4.02
410287  3.68
410356  4.18
410391  3.80
410406  2.12
410457  7.18
410510  2.46
410516  3.21
410542  2.96
410563  3.84
410617  6.00
410658  4.43
410699  3.04
410752  5.04
410771  2.20
410799  3.32
410893  4.68
410991  2.26
411022  3.41
411025  3.52
411085  2.93
411104  1.42
411132  3.58
411198  2.91
411217  2.86
411226  2.45
411229  3.69
411302  3.54
411408  2.94
411578  5.17
411729  2.89
411946  4.84
411949  4.14
411977  4.20
411990  5.26
412090  3.27
412112  3.91
412159  2.56
412247  8.46
412338  2.10
412360  2.69
412432  4.60
412445  5.49
412483  7.27
412555  5.19
412564  2.37
412703  4.13
412721  1.54
412768  3.74
412794  4.10
412816  4.97
412853  4.33
412860  3.44
413029  2.54
413057  2.53
413061  3.48
413101  3.94
413114  2.99
413180  5.41
413227  7.77
413249  3.78
413306  2.94
413378  3.05
413475  5.99
413551  3.59
413595  4.96
413686  3.06
413855  5.18
413937  3.36
414157  2.97
414182  3.79
414317  3.02
414330  2.01
414352  6.83
414355  6.87
414370  2.32
414380  4.83
414446  2.72
414559  4.00
414568  6.24
414593  2.75
414647  3.55
414669  4.20
414684  4.35
414848  3.67
414908  1.40
414920  3.41
415115  4.06
415156  3.27
415306  3.34
415335  2.41
415451  1.95
415467  2.53
415712  3.39
415724  2.44
415796  1.62
415847  2.39
416154  5.01
416406  3.69
416462  5.35
416469  2.10
416644  7.37
416676  2.34
416698  3.72
416717  3.01
416877  3.50
416943  3.24
416974  3.03
416993  2.43
417069  7.02
417197  4.80
417436  3.71
417452  2.15
417577  3.11
417675  4.06
417719  5.97
417741  4.37
417885  6.36
417913  4.25
418102  4.01
418140  2.39
418165  3.82
418322  8.19
418325  2.74
418469  2.14
418589  2.19
418642  5.25
418784  2.44
418793  2.86
418821  4.11
418912  3.26
419076  6.18
419126  5.03
419358  4.46
419365  3.38
419412  5.63
419493  6.64
419569  1.71
419650  4.03
419751  2.62
419789  4.34
419817  2.39
420090  4.58
420294  3.71
420363  3.49
420549  3.69
420615  3.66
420681  6.18
420744  3.25
420765  1.65
420825  2.04
420897  3.99
421438  2.56
421538  6.55
421695  4.14
421745  2.63
421793  5.29
422122  3.39
422138  3.16
422182  4.17
422251  1.88
422471  2.03
422920  2.02
422945  4.61
423058  2.70
423234  2.79
423624  6.22
423655  3.57
423812  9.32
424271  3.57
424349  3.98
424371  3.18
424506  2.33
424880  4.24
424940  1.57
425185  3.36
425295  2.18
425568  2.50
425826  2.61
425898  2.37
425970  3.73
426171  4.46
426281  5.91
426338  2.11
426448  3.35
426611  6.40
427054  4.99
427572  3.36
428175  3.74
428338  2.46
428464  1.81
428656  4.05
429174  2.67
429259  2.52
429469  4.60
429551  2.28
429944  3.68
430013  3.11
430091  4.92
430129  2.48
430528  2.64
430669  4.62
430788  4.15
430858  3.29
430949  3.24
431005  1.56
431037  4.41
431062  4.39
431087  1.54
431165  3.13
431580  6.27
431709  3.04
431731  2.36
431888  1.88
432296  3.11
432415  3.33
432833  0.47
432858  2.43
433019  4.32
433135  5.03
433264  3.74
433518  3.23
433766  2.59
434087  1.74
434222  3.23
434262  6.38
434272  3.95
434504  3.65
434620  2.87
434834  3.52
435019  3.47
435117  3.51
435220  6.50
435271  3.58
435670  1.93
435899  4.49
436106  3.30
436125  3.03
436197  3.28
436599  4.88
436945  1.78
436967  5.16
437077  6.92
437089  3.43
437209  2.20
437391  2.80
437573  4.42
437749  4.56
437821  4.02
437906  5.55
438000  2.39
438010  2.44
438352  4.29
438380  3.21
438475  1.70
438534  2.84
438534  4.23
438647  4.01
438704  4.20
438720  3.31
438914  2.82
438993  4.81
439052  2.57
439285  6.59
439392  4.76
439652  3.47
439659  3.51
439806  5.59
440161  4.18
440331  2.60
440337  4.84
440378  3.83
440551  6.74
440767  4.42
440786  6.37
440855  2.89
440934  3.92
441047  3.88
441273  3.82
441286  2.66
441349  3.16
441352  5.41
441355  4.75
441371  7.04
441389  4.52
441393  3.83
441411  6.39
441503  2.93
441512  2.42
441556  2.57
441609  3.06
441628  3.32
441641  5.74
441644  3.15
441656  1.79
441697  9.82
441704  4.26
441744  3.22
441754  4.23
441760  2.86
441776  6.44
441779  5.08
441801  3.51
441823  3.41
441873  2.89
441883  4.02
441889  4.12
441927  3.09
441933  3.84
441949  2.63
441989  2.67
442018  2.99
442027  2.86
442040  4.53
442049  2.08
442055  5.26
442084  4.06
442134  5.32
442159  3.80
442162  3.72
442165  6.86
442194  2.57
442212  3.52
442241  3.04
442263  5.60
442288  6.20
442294  4.56
442297  2.41
442319  3.61
442344  3.32
442366  5.58
442385  3.42
442413  4.37
442432  4.62
442445  3.99
442461  6.69
442467  5.51
442511  3.57
442517  5.33
442536  4.49
442602  3.10
442655  4.23
442671  2.74
442728  3.25
442731  4.16
442781  2.60
442837  2.56
442844  3.69
442881  5.58
442910  2.61
442925  3.42
442935  5.28
442935  3.77
442947  2.74
442960  3.47
442994  2.68
443004  2.62
443023  3.67
443026  3.52
443029  4.00
443038  7.21
443057  7.43
443060  5.71
443073  5.85
443092  4.13
443111  7.20
443130  6.78
443136  3.48
443192  6.25
443246  2.66
443261  3.80
443268  3.38
443296  3.30
443309  4.10
443321  5.38
443324  2.05
443327  3.02
443343  3.84
443390  2.62
443415  4.30
443431  4.15
443444  4.32
443450  3.55
443484  2.40
443510  3.51
443525  5.48
443528  1.65
443532  5.21
443535  3.51
443557  4.94
443576  3.80
443591  4.42
443613  4.50
443626  4.63
443632  3.30
443654  3.21
443657  4.80
443692  6.05
443701  4.05
443748  3.72
443751  4.68
443755  3.15
443795  3.05
443827  3.20
443836  4.87
443843  3.08
443849  4.09
443855  2.86
443861  4.36
443912  4.92
443927  2.73
443937  2.09
443959  2.52
443996  3.83
444018  4.86
444050  2.12
444078  5.00
444100  7.32
444116  5.16
444141  5.77
444160  3.66
444166  3.81
444172  4.06
444185  4.29
444197  2.98
444201  6.25
444207  3.24
444207  3.10
444210  4.21
444229  2.23
444232  5.89
444260  5.30
444292  3.42
444295  2.89
444304  3.11
444320  4.27
444333  2.61
444339  5.41
444364  2.01
444370  3.26
444395  4.59
444402  5.39
444424  3.63
444433  4.12
444452  2.27
444455  4.91
444458  2.84
444505  2.21
444512  9.10
444546  3.04
444552  5.28
444581  2.79
444687  3.84
444687  5.14
444703  6.19
444725  2.30
444794  4.47
444797  2.77
444804  5.43
444845  4.84
444863  4.23
444914  3.43
444917  2.89
444936  4.41
444939  7.74
444951  3.11
444958  4.56
444961  5.27
444983  3.35
444989  5.08
445005  2.16
445049  2.14
445055  3.45
445096  6.87
445108  8.50
445137  4.22
445146  4.17
445146  3.99
445168  2.58
445177  1.65
445206  6.60
445231  4.98
445234  1.64
445237  4.20
445243  3.53
445250  0.80
445269  9.02
445291  5.40
445300  2.79
445325  5.93
445328  4.60
445331  3.39
445369  3.38
445379  2.38
445429  4.97
445444  2.73
445451  2.87
445473  2.62
445510  3.11
445526  5.05
445570  4.78
445586  3.37
445589  7.01
445595  3.64
445608  3.05
445630  2.86
445658  2.26
445661  4.31
445686  2.17
445693  2.86
445718  4.19
445746  4.38
445755  2.23
445774  3.97
445777  6.69
445781  3.62
445790  2.52
445793  8.00
445803  5.61
445828  3.66
445859  1.69
445869  2.71
445916  2.65
445944  3.86
445960  2.19
445972  4.38
446004  4.90
446016  2.40
446035  3.94
446066  4.57
446095  2.49
446098  3.90
446107  3.56
446123  2.40
446129  4.11
446132  5.94
446148  6.82
446151  4.52
446198  3.18
446201  8.06
446217  6.11
446220  2.66
446239  3.69
446245  5.50
446258  1.64
446280  4.83
446324  2.47
446337  4.30
446349  3.88
446359  3.70
446368  6.39
446377  3.15
446380  4.20
446387  7.04
446399  2.81
446434  3.94
446440  5.13
446453  2.78
446459  2.90
446475  3.21
446481  3.48
446490  5.17
446500  3.86
446528  2.36
446531  4.28
446550  3.29
446585  3.33
446588  4.43
446591  4.19
446600  2.15
446613  3.12
446641  6.25
446676  3.57
446685  1.59
446698  8.30
446767  4.30
446795  5.59
446808  2.34
446852  3.13
446861  4.07
446870  2.74
446889  2.95
446892  3.68
446902  4.64
446933  5.49
446936  6.67
446958  4.08
446968  4.37
446968  4.89
446987  2.45
446990  2.69
447009  4.87
447018  2.03
447028  5.09
447031  4.67
447040  4.60
447043  3.60
447053  4.89
447059  2.36
447065  6.32
447078  8.95
447084  2.83
447094  4.77
447125  2.64
447181  5.03
447200  7.20
447232  6.29
447254  3.30
447304  3.73
447317  3.58
447335  0.63
447351  2.96
447386  5.35
447436  4.08
447455  2.99
447477  2.60
447489  9.33
447499  4.02
447505  3.91
447543  4.24
447546  8.07
447555  4.55
447568  2.56
447571  6.61
447605  4.79
447631  4.12
447637  2.59
447659  6.53
447662  3.22
447665  2.67
447693  2.28
447700  2.90
447703  1.36
447734  3.82
447756  1.87
447810  5.54
447835  3.49
447847  3.09
447860  3.13
447863  6.11
447869  3.03
447916  3.85
447932  3.61
447935  2.32
447945  2.96
447960  7.78
447973  7.92
448020  3.57
448030  4.55
448042  3.59
448067  2.67
448092  6.71
448155  3.05
448174  4.39
448227  1.73
448231  3.10
448237  5.11
448237  5.39
448265  3.60
448278  4.26
448287  4.42
448290  4.33
448300  5.76
448322  3.31
448328  3.81
448331  3.12
448334  4.58
448337  3.08
448356  2.97
448372  4.05
448384  4.89
448394  3.81
448397  3.07
448410  1.98
448432  1.67
448454  2.11
448460  2.33
448482  3.09
448494  3.67
448504  3.84
448529  5.23
448554  4.90
448560  2.50
448563  2.83
448567  3.71
448604  6.23
448620  2.65
448639  4.27
448648  3.03
448651  4.40
448655  4.37
448677  3.09
448705  3.40
448717  5.51
448765  6.88
448774  4.14
448777  3.19
448793  3.02
448802  2.41
448815  4.04
448818  5.04
448837  6.80
448874  6.06
448884  1.81
448887  4.02
448922  3.29
448925  6.67
448925  2.28
448928  1.86
449022  2.32
449032  3.54
449038  3.13
449044  6.39
449057  4.65
449060  2.68
449069  2.82
449123  4.17
449138  3.57
449154  4.96
449157  5.99
449173  2.02
449195  3.30
449233  4.37
449371  3.63
449396  3.38
449437  9.20
449462  2.39
449474  2.97
449490  2.74
449503  6.65
449537  9.32
449565  2.06
449581  2.41
449600  5.13
449635  3.32
449672  4.45
449682  3.60
449701  8.40
449701  4.65
449726  3.17
449735  5.11
449738  3.97
449738  5.89
449776  5.81
449779  5.20
449801  3.53
449823  4.16
449854  3.47
449858  6.25
449870  3.38
449883  2.81
449942  3.42
449983  5.13
449993  7.06
450005  5.88
450008  2.98
450021  3.28
450052  5.77
450059  6.68
450074  5.66
450084  4.32
450093  1.84
450118  3.03
450150  3.50
450156  3.67
450187  3.06
450191  6.09
450194  2.54
450238  2.47
450247  3.51
450256  2.88
450269  2.10
450313  4.19
450319  6.57
450344  3.93
450357  3.84
450410  2.62
450458  5.56
450473  3.88
450480  2.28
450486  2.02
450511  9.25
450523  3.89
450530  3.51
450567  3.58
450571  1.79
450618  3.21
450627  4.54
450630  1.75
450655  6.21
450668  3.90
450712  3.27
450750  5.98
450768  3.10
450806  2.34
450853  3.92
450863  3.46
450878  3.36
450900  2.75
450907  3.60
450913  6.12
450929  3.26
450970  6.67
450973  5.32
451048  4.59
451061  3.60
451070  2.81
451079  1.46
451092  6.70
451127  3.09
451145  2.99
451186  2.69
451186  5.07
451218  8.03
451258  3.96
451274  6.07
451293  5.15
451318  2.85
451321  6.20
451346  1.82
451356  3.85
451409  5.52
451447  2.70
451532  2.75
451626  4.75
451657  4.23
451664  3.39
451686  3.50
451708  6.32
451777  5.61
451799  3.12
451805  5.47
451808  2.87
451824  5.36
451827  5.07
451833  5.46
451840  4.88
451846  3.34
451852  4.43
451874  4.46
451880  5.76
451937  4.98
451953  3.30
451968  3.20
451981  2.93
452006  2.75
452012  3.56
452019  3.27
452022  4.56
452034  3.33
452037  2.69
452072  4.54
452085  4.91
452091  3.91
452138  2.29
452154  3.98
452160  4.18
452195  3.33
452198  2.97
452223  5.72
452245  3.86
452270  4.30
452304  2.63
452326  4.13
452348  3.43
452370  3.46
452436  3.02
452446  5.22
452490  6.60
452502  3.08
452515  5.22
452537  4.50
452540  5.05
452581  3.43
452609  9.04
452619  9.57
452656  3.22
452659  4.43
452666  4.29
452669  4.01
452678  3.54
452684  3.63
452735  3.59
452750  3.47
452766  7.05
452769  4.83
452779  2.55
452782  3.27
452788  3.52
452854  6.25
452879  6.61
452898  2.41
452914  2.21
452917  3.98
452923  6.91
453005  2.98
453011  3.44
453027  4.01
453030  2.99
453055  2.39
453061  3.74
453090  4.24
453109  2.87
453112  3.81
453121  9.25
453165  2.03
453181  4.87
453237  7.86
453240  3.46
453250  3.89
453262  3.90
453266  5.69
453272  3.05
453303  3.64
453372  1.73
453382  4.08
453416  3.70
453426  2.84
453429  1.91
453454  5.04
453457  1.72
453498  1.53
453517  3.34
453536  3.63
453539  2.82
453539  3.88
453551  2.98
453586  5.02
453589  3.72
453595  2.71
453611  4.73
453617  6.54
453621  3.25
453627  3.81
453633  4.90
453690  3.80
453718  3.48
453746  2.81
453844  4.72
453850  1.76
453859  2.38
453897  5.05
453909  3.26
453938  3.23
453953  2.42
453960  5.37
453963  6.60
453972  3.64
454010  4.18
454063  3.71
454079  4.23
454101  4.27
454107  2.29
454111  0.45
454126  2.59
454170  4.66
454183  6.10
454268  4.88
454271  2.23
454308  6.96
454315  3.22
454343  5.67
454352  2.20
454381  3.67
454384  1.73
454406  2.91
454425  6.80
454447  5.06
454450  1.28
454465  5.06
454484  2.83
454487  4.77
454497  4.64
454500  3.93
454513  4.45
454553  4.11
454569  4.15
454610  2.28
454619  4.36
454638  2.99
454654  6.02
454673  6.24
454679  4.03
454714  6.49
454717  2.87
454758  2.48
454758  2.03
454758  2.65
454770  2.05
454802  2.94
454805  4.59
454811  3.17
454814  3.44
454864  3.56
454905  3.91
454937  3.91
454940  5.78
454962  4.42
455053  4.32
455106  3.49
455125  8.11
455144  3.45
455150  4.60
455160  8.14
455166  2.96
455178  3.25
455204  4.14
455279  4.06
455285  3.97
455295  4.06
455298  2.50
455304  2.11
455310  5.00
455326  3.21
455361  1.65
455398  5.76
455417  3.30
455423  4.70
455436  3.30
455445  4.64
455452  2.72
455461  3.85
455502  4.59
455511  7.13
455637  4.03
455672  2.63
455678  5.50
455706  5.00
455728  2.97
455731  2.24
455753  2.29
455775  5.33
455778  4.24
455791  3.04
455851  3.41
455891  4.77
455895  5.87
455923  3.73
455926  3.39
455954  2.97
455973  3.63
455992  3.98
456008  3.48
456011  2.08
456027  3.47
456061  4.52
456071  2.45
456077  4.11
456086  2.86
456099  3.03
456158  3.18
456218  2.80
456231  4.12
456237  7.21
456253  5.71
456262  3.10
456272  3.86
456297  4.58
456331  3.27
456347  5.34
456366  6.01
456413  2.53
456425  5.44
456469  4.68
456482  4.09
456488  2.82
456523  2.70
456526  3.12
456529  7.13
456573  2.04
456598  3.81
456639  2.60
456686  4.90
456730  4.20
456758  2.78
456780  5.37
456787  4.38
456793  5.51
456843  1.75
456849  2.22
456856  2.83
456862  3.72
456865  2.53
456878  4.79
456881  3.29
456912  2.95
456922  0.66
456925  4.40
456934  4.33
456966  4.65
456969  5.75
456981  3.41
456988  3.16
456988  4.18
457007  2.82
457016  7.50
457032  1.65
457041  3.68
457044  2.86
457079  7.12
457094  4.24
457170  6.59
457173  9.64
457255  3.45
457280  1.85
457280  1.89
457295  4.05
457314  3.21
457352  2.91
457387  3.94
457449  4.37
457456  6.86
457462  1.74
457478  2.05
457481  2.67
457481  2.59
457487  5.63
457493  4.94
457506  6.74
457519  2.35
457525  2.90
457575  3.89
457616  3.73
457628  4.47
457635  4.77
457732  5.26
457776  3.20
457776  3.64
457798  3.74
457807  4.05
457870  4.57
457873  3.55
457936  3.17
457955  4.71
457990  5.44
457993  2.03
458012  4.76
458024  4.68
458062  3.66
458065  6.34
458109  3.84
458134  5.20
458147  1.79
458210  4.03
458257  3.92
458260  3.20
458326  2.50
458363  3.13
458370  2.83
458398  3.58
458404  4.76
458407  3.44
458414  5.32
458436  4.21
458451  4.63
458480  4.07
458511  5.52
458530  5.21
458558  5.84
458577  3.60
458634  1.26
458652  2.65
458662  4.74
458681  3.78
458731  1.54
458772  7.17
458784  3.62
458791  4.24
458835  4.83
458863  4.19
458891  4.38
458894  4.05
458897  2.57
458923  3.86
458935  6.53
458951  3.16
459017  4.27
459102  2.78
459120  1.54
459142  1.96
459180  4.31
459212  4.77
459215  5.24
459240  5.74
459249  3.37
459255  2.40
459274  3.20
459281  4.44
459312  1.70
459328  2.99
459331  3.09
459337  3.62
459375  6.22
