Time    Ener
499329  3.46
499338  7.89
499372  6.45
499407  3.23
499448  4.93
499467  8.86
499602  2.07
499624  3.25
499633  7.28
499643  4.91
499661  3.34
499705  8.15
499709  3.04
499718  2.17
499724  4.68
499765  5.27
499768  2.65
499784  2.86
499793  1.74
499819  3.42
499847  2.29
499856  3.70
499862  2.68
499900  4.29
500001  6.90
500013  3.56
500026  6.72
500032  3.02
500054  3.10
500101  4.68
500189  2.36
500211  3.86
500239  3.56
500271  3.67
500283  4.95
500324  5.39
500340  4.99
500352  4.47
500384  3.49
500450  4.51
500513  2.46
500582  3.79
500619  1.82
500701  3.15
500739  4.60
500751  1.80
500780  2.48
500795  4.54
500861  4.27
500908  3.00
501022  2.02
501031  2.51
501116  3.98
501131  4.44
501179  3.11
501182  4.64
501201  5.65
501245  2.26
501257  1.52
501260  3.01
501282  3.18
501339  3.86
501342  5.14
501348  3.78
501358  5.21
501367  2.82
501414  2.04
501417  2.53
501433  3.87
501515  4.83
501537  1.99
501571  3.54
501634  4.01
501650  3.05
501675  3.23
501706  1.52
501735  6.21
501753  4.62
501757  2.10
501807  4.77
501813  2.41
501892  2.53
501907  9.38
501945  1.76
501973  3.16
501992  4.05
502027  5.44
502033  2.69
502055  4.63
502080  4.05
502171  4.04
502262  3.76
502278  4.05
502284  4.06
502363  3.22
502416  3.47
502451  2.91
502476  2.03
502479  2.14
502482  3.84
502517  3.81
502617  5.03
502639  3.56
502689  2.26
502721  3.68
502733  3.89
502784  4.51
502809  5.27
502837  3.72
502840  4.53
502846  6.26
502878  4.09
502919  2.31
502922  0.33
502978  8.28
503007  5.48
503110  1.84
503154  2.38
503227  3.66
503258  4.18
503274  1.98
503277  3.66
503289  4.49
503292  3.85
503311  3.31
503343  3.32
503374  2.89
503387  2.61
503487  4.18
503509  2.77
503519  2.16
503603  2.50
503641  1.77
503644  2.21
503701  3.01
503701  6.89
503748  5.56
503776  2.79
503779  1.81
503833  4.57
503870  3.46
503908  2.35
503927  3.62
503961  3.87
503990  5.19
503999  4.66
504078  4.19
504093  6.96
504210  6.58
504232  2.78
504342  3.74
504357  2.49
504382  3.95
504414  3.31
504458  4.76
504464  3.66
504480  4.77
504521  5.17
504527  6.88
504533  3.03
504543  9.65
504552  4.01
504621  1.56
504659  2.82
504684  3.37
504715  4.70
504750  2.28
504784  2.33
504788  2.82
504791  3.46
504806  1.71
504816  4.94
504838  1.68
504913  6.78
504916  4.53
504951  3.13
504963  5.16
504989  3.96
504989  4.21
504998  5.67
505011  1.68
505051  7.39
505061  4.61
505089  4.20
505127  5.27
505136  6.87
505174  2.76
505224  2.37
505234  4.80
505252  3.67
505303  3.73
505306  4.03
505356  5.13
505369  7.37
505403  6.81
505419  4.19
505422  6.57
505435  1.78
505438  3.68
505447  3.03
505507  5.69
505510  5.72
505516  4.50
505523  3.43
505551  1.71
505554  2.25
505560  4.82
505620  5.56
505633  3.10
505645  4.58
505648  3.07
505667  3.81
505670  4.58
505689  4.05
505702  2.37
505702  3.59
505708  2.79
505711  3.48
505730  4.12
505733  1.98
505742  5.05
505755  5.81
505783  2.86
505786  5.94
505790  3.84
505805  2.58
505808  3.10
505818  4.38
505862  6.42
505865  2.51
505881  4.29
505900  2.72
505912  4.51
505991  4.78
505994  3.40
506047  3.29
506123  3.56
506292  6.29
506295  6.72
506308  4.48
506314  6.10
506339  3.28
506355  2.35
506396  6.51
506433  3.14
506446  3.14
506452  3.92
506455  4.00
506503  3.73
506521  4.37
506534  3.82
506578  3.64
506581  6.17
506581  4.03
506644  3.15
506700  2.88
506713  2.57
506782  2.57
506788  3.92
506804  1.95
506873  3.53
506901  5.88
506908  3.48
506911  4.91
506923  4.37
506939  3.11
506967  2.37
506977  4.38
506993  2.27
506996  4.89
507055  3.21
507065  5.67
507096  3.39
507131  3.49
507140  3.73
507146  2.32
507162  5.71
507165  4.76
507168  4.74
507172  3.22
507275  3.81
507278  6.37
507297  3.05
507297  2.93
507338  4.07
507401  4.00
507498  3.55
507501  2.59
507555  4.15
507564  2.88
507583  6.45
507671  2.55
507680  3.85
507687  2.56
507690  3.26
507696  3.39
507737  2.91
507768  5.55
507778  0.79
507781  1.86
507794  2.77
507825  3.46
507838  1.28
507907  5.00
507919  3.35
508001  1.45
508004  3.40
508026  3.22
508051  7.30
508079  3.00
508126  6.00
508136  1.69
508148  6.11
508183  2.95
508196  3.57
508208  7.76
508221  3.81
508249  4.79
508284  5.00
508293  2.44
508340  3.42
508356  4.90
508378  4.01
508415  5.45
508497  2.68
508513  4.47
508535  7.83
508560  2.72
508664  8.39
508673  4.33
508789  2.74
508792  7.01
508792  4.39
508802  3.52
508805  1.82
508827  2.44
508861  5.86
508877  3.48
508905  4.76
508946  6.05
508971  2.54
508981  2.34
508987  5.74
509037  3.35
509062  4.62
509094  3.38
509106  4.51
509122  5.68
509150  2.09
509176  5.93
509191  8.77
509226  6.84
509251  4.33
509289  1.56
509304  6.26
509326  4.65
509339  6.16
509386  2.03
509414  4.52
509496  5.45
509518  5.03
509596  2.92
509600  3.65
509618  3.19
509634  4.04
509637  2.49
509666  3.54
509678  4.58
509700  5.52
509710  4.43
509713  7.54
509754  6.67
509797  3.19
509829  3.97
509851  3.56
509863  3.31
509879  3.12
509907  2.14
509911  3.31
509951  1.84
509958  3.92
510090  4.47
510137  2.59
510222  2.84
510231  3.45
510247  4.95
510328  1.51
510413  3.79
510419  8.21
510438  3.60
510482  4.63
510520  5.54
510539  1.68
510551  2.28
510586  4.25
510683  6.08
510702  3.77
510730  3.25
510743  2.15
510784  6.60
510803  2.91
510809  2.54
510862  5.04
510875  3.83
510891  3.31
510897  5.41
510994  3.44
511054  2.21
511085  3.51
511123  4.79
511129  3.00
511142  4.43
511145  6.22
511151  4.87
511227  3.92
511318  3.16
511343  4.05
511359  3.93
511381  4.22
511456  4.02
511503  3.08
511506  2.53
511528  3.20
511588  2.40
511616  2.17
511635  4.85
511692  2.84
511701  4.53
511783  5.49
511786  3.42
511789  4.31
511795  4.35
511827  3.04
511902  3.74
512028  3.09
512053  3.81
512100  5.15
512106  2.52
512144  4.17
512185  4.07
512204  3.04
512213  2.93
512235  4.63
512238  4.70
512266  5.18
512285  3.65
512295  4.95
512339  3.71
512398  5.14
512452  2.89
512546  6.03
512552  4.10
512599  5.38
512602  3.91
512618  2.23
512653  1.96
512662  3.94
512675  3.30
512697  2.06
512703  6.33
512719  2.81
512788  3.80
512860  4.22
512863  2.26
512913  3.68
512917  2.94
512967  6.74
512976  5.97
512992  1.58
513026  2.68
513064  3.81
513124  4.29
513133  3.95
513136  0.25
513168  3.48
513171  5.52
513174  2.88
513199  6.41
513306  5.88
513337  2.93
513381  6.03
513410  3.69
513413  2.93
513504  4.07
513538  5.32
513579  4.23
513582  3.33
513633  2.31
513702  5.07
513727  4.28
513733  1.91
513758  0.81
513790  3.81
513793  3.57
513802  4.78
513812  2.85
513878  10.31
513900  1.67
513903  3.09
513922  3.04
513950  3.33
513975  3.73
513988  2.80
514013  6.62
514025  4.40
514088  2.48
514154  4.45
514167  4.82
514176  3.08
514179  8.69
514248  2.56
514258  5.00
514273  3.14
514295  3.09
514299  1.61
514327  6.55
514343  2.63
514355  3.49
514383  6.38
514399  1.72
514452  3.47
514468  3.81
514490  2.98
514500  5.09
514503  3.63
514509  6.38
514556  5.51
514675  7.56
514726  5.52
514763  7.21
514792  4.29
514817  3.00
514839  3.96
514880  4.32
514902  3.85
514905  2.94
514971  3.79
514983  5.56
515002  3.88
515046  6.72
515071  3.73
515087  3.73
515100  2.02
515156  3.78
515206  1.45
515257  3.97
515272  2.59
515288  3.84
515370  3.60
515370  5.31
515373  7.24
515467  5.69
515486  4.24
515495  5.02
515505  3.47
515536  3.09
515542  2.66
515586  3.74
515596  7.04
515627  1.76
515633  6.83
515659  3.51
515677  3.70
515699  4.85
515709  3.91
515791  1.77
515878  4.28
515929  2.30
515976  2.43
515998  5.67
516029  3.21
516158  8.96
516202  3.55
516255  4.05
516262  3.19
516274  0.64
516315  2.62
516325  3.54
516353  2.25
516390  3.72
516406  4.75
516453  4.37
516463  1.90
516510  6.41
516513  2.16
516522  4.46
516554  3.14
516585  6.83
516585  4.10
516601  4.56
516617  3.50
516642  2.41
516654  2.98
516686  6.11
516708  1.93
516749  3.03
516752  1.88
516774  2.40
516786  2.38
516796  3.91
516815  2.85
516827  4.22
516858  3.14
516884  6.01
516884  2.30
516906  3.81
516946  2.08
516959  2.72
516968  3.92
516984  1.71
516987  3.53
517003  3.41
517012  2.39
517041  2.39
517044  9.05
517088  3.96
517226  2.99
517242  4.00
517348  4.59
517405  3.92
517411  3.18
517427  2.76
517471  2.62
517509  3.57
517534  3.07
517550  3.31
517553  3.08
517600  3.81
517637  3.05
517700  2.76
517744  1.81
517779  4.03
517795  2.96
517864  2.82
517879  6.10
517917  4.21
517974  3.99
518215  4.22
518244  3.89
518250  2.25
518259  1.66
518269  2.52
518275  3.43
518294  5.54
518332  2.43
518350  3.00
518385  1.97
518429  3.71
518438  2.69
518445  4.20
518473  1.63
518498  5.93
518523  2.77
518561  3.60
518589  5.51
518630  3.19
518759  6.41
518790  4.73
518806  4.00
518884  3.91
518894  2.49
518941  4.89
518972  2.58
519082  2.08
519107  6.05
519151  6.24
519230  3.49
519233  2.75
519239  2.81
519261  4.26
519334  1.08
519365  4.72
519393  3.00
519425  3.11
519434  3.65
519478  1.55
519544  4.22
519544  2.49
519582  4.25
519635  5.16
519695  5.21
519733  2.20
519739  2.67
519855  3.15
519883  3.27
519890  3.22
519943  1.92
519959  3.32
519974  5.85
520021  4.05
520034  4.26
520062  4.51
520106  2.71
520109  2.06
520157  7.17
520210  0.51
520223  2.38
520229  3.58
520254  2.71
520348  4.58
520386  4.10
520402  4.26
520455  4.10
520464  3.20
520471  2.76
520486  4.62
520533  3.83
520577  4.13
520581  3.46
520609  4.72
520650  3.79
520662  2.58
520703  4.59
520722  1.40
520731  3.93
520741  3.83
520797  6.15
520841  4.06
520895  2.07
520917  4.50
520936  4.70
520992  3.23
521005  4.94
521008  6.53
521011  3.32
521074  5.96
521102  4.88
521111  5.09
521159  1.88
521190  4.49
521203  5.42
521234  3.15
521253  2.29
521328  2.58
521347  2.21
521366  1.72
521397  2.74
521400  4.80
521473  2.76
521488  4.35
521523  4.64
521567  3.48
521573  4.00
521623  2.76
521639  4.26
521649  3.84
521658  4.14
521667  2.62
521674  5.05
521765  2.27
521771  3.04
521834  3.95
521843  3.91
521850  3.06
521853  3.87
521868  4.39
521872  2.89
521953  5.87
521953  4.02
521959  1.62
522022  4.31
522073  6.89
522076  2.40
522101  8.52
522135  2.34
522151  4.57
522154  1.15
522157  10.16
522192  3.10
522201  3.42
522214  4.56
522327  2.82
522336  3.68
522349  4.50
522384  1.84
522440  6.83
522478  6.96
522493  1.88
522500  4.86
522503  3.73
522638  5.36
522660  3.67
522669  1.88
522798  3.82
522855  4.19
522864  6.53
522905  2.58
522924  2.27
522936  3.05
522999  4.24
523002  2.63
523031  2.93
523053  4.70
523106  6.38
523134  6.02
523222  8.22
523323  6.55
523332  4.29
523342  1.88
523351  3.51
523376  4.16
523389  2.47
523404  8.05
523565  4.81
523574  1.74
523577  3.84
523668  3.97
523828  4.16
523888  5.18
523945  5.24
523960  4.16
523973  3.02
524004  3.10
524121  5.04
524155  3.42
524268  2.66
524318  3.08
524322  2.36
524344  4.15
524384  3.34
524447  2.72
524472  6.38
524523  2.75
524592  4.63
524632  3.72
524702  2.97
524714  4.90
524755  4.25
524777  4.24
524780  3.76
524899  4.17
525072  2.80
525101  5.11
525154  4.85
525173  6.52
525261  6.25
525286  3.36
525302  3.07
525308  5.47
525452  3.27
525477  3.41
525521  4.86
525534  3.76
525578  4.40
525600  4.28
525732  2.45
525782  5.45
525792  6.76
525798  4.54
525817  2.22
525823  5.08
525835  2.54
525842  3.88
525901  4.01
525939  3.16
525967  2.31
525986  3.61
525996  5.05
526021  6.57
526040  3.50
526052  3.29
526059  9.13
526087  5.80
526096  3.23
526115  2.18
526153  2.54
526162  4.54
526194  3.34
526209  4.36
526219  2.48
526247  4.44
526332  4.98
526347  5.53
526373  2.50
526379  2.90
526395  2.02
526404  4.20
526423  2.63
526426  4.17
526442  2.92
526454  1.80
526561  2.14
526586  5.85
526636  7.73
526665  4.39
526677  3.57
526696  6.11
526721  4.90
526806  2.63
526885  5.86
526903  4.76
526916  3.21
526944  3.93
526947  3.80
527007  4.04
527020  1.34
527045  2.34
527051  6.48
527054  4.50
527095  2.71
527108  2.48
527120  3.03
527136  3.19
527180  3.15
527186  6.36
527365  7.69
527453  2.39
527456  6.35
527466  6.28
527554  1.67
527560  2.43
527572  3.10
527582  2.17
527604  7.52
527635  7.58
527733  3.14
527752  2.88
527767  9.07
527774  2.61
527786  1.82
527789  2.73
527802  5.80
527912  5.37
527931  3.42
527940  3.91
528012  1.66
528019  3.14
528025  4.80
528034  2.38
528040  6.28
528210  1.68
528238  5.94
528248  4.79
528336  2.57
528446  3.15
528508  5.35
528549  3.05
528562  4.05
528565  3.20
528672  2.06
528684  1.88
528694  9.67
528697  2.87
528706  2.29
528713  1.74
528741  3.57
528785  6.87
528810  3.38
528873  4.88
528898  4.18
528917  4.19
528920  5.07
528929  2.63
528933  2.08
528942  6.19
528964  2.68
529005  2.65
529008  4.29
529061  4.00
529064  4.14
529090  5.39
529124  4.47
529165  6.45
529168  1.64
529178  3.71
529181  5.60
529187  3.24
529297  3.00
529319  5.67
529397  4.34
529482  4.35
529523  1.88
529570  3.71
529611  1.98
529630  2.00
529639  2.83
529649  4.51
529683  2.90
529737  8.58
529749  3.07
529803  2.84
529806  2.32
529809  5.27
529853  4.42
529869  3.53
529884  3.50
529884  9.64
529916  4.64
529928  4.50
529938  7.62
529941  2.89
529963  4.44
529978  3.75
530060  2.19
530079  2.16
530098  4.98
530104  4.74
530167  2.76
530192  3.41
530233  3.45
530277  3.63
530346  7.15
530434  4.78
530500  6.52
530512  5.28
530547  4.66
530607  5.87
530641  1.85
530660  3.64
530663  6.79
530670  2.44
530685  4.55
530748  4.47
530786  2.51
530927  3.64
530933  4.58
530996  4.24
531021  4.67
531097  2.48
531144  2.83
531153  4.08
531169  3.69
531172  3.39
531185  6.52
531216  5.78
531219  3.27
531222  5.64
531247  2.25
531345  2.35
531373  4.15
531395  10.46
531408  2.83
531448  5.01
531452  4.28
531464  6.58
531615  2.55
531618  3.86
531706  4.37
531728  1.50
531769  1.87
531775  2.42
531778  5.05
531781  4.06
531813  4.98
531819  3.91
531920  1.84
531964  2.31
531970  3.10
531970  5.00
531986  4.86
531989  5.68
531998  3.08
532004  2.47
532039  4.48
532045  4.06
532058  5.08
532099  2.03
532171  2.72
532174  3.52
532177  3.40
532187  6.28
532231  3.46
532256  2.60
532281  4.30
532356  5.75
532385  3.29
532391  4.39
532523  2.25
532551  4.36
532582  4.69
532626  4.03
532642  2.22
532695  5.62
532717  3.60
532736  4.11
532805  4.69
532821  5.31
532840  3.95
532878  3.02
532900  2.45
532950  4.96
532969  3.71
533038  5.09
533066  4.13
533076  2.83
533148  10.02
533182  5.13
533261  3.31
533286  1.99
533289  3.75
533346  5.33
533355  3.61
533365  4.45
533365  2.83
533496  2.91
533506  7.15
533569  3.38
533578  3.58
533600  3.24
533625  3.61
533697  2.72
533754  4.65
533801  4.88
533889  6.37
533908  3.82
533917  2.64
533952  4.34
534005  4.24
534115  4.76
534165  3.82
534200  3.87
534231  2.16
534275  3.18
534357  3.82
534360  4.34
534467  3.60
534473  2.53
534476  4.23
534508  3.08
534511  2.00
534533  1.90
534571  3.81
534630  6.09
534655  1.60
534659  4.59
534747  2.66
534778  4.01
534819  3.83
534853  4.08
534869  3.67
534888  6.08
535020  2.00
535045  2.02
535064  3.77
535067  4.53
535076  5.33
535079  5.96
535083  2.73
535098  5.00
535139  6.13
535227  4.72
535262  3.94
535268  1.86
535271  3.70
535284  5.04
535324  2.68
535350  2.76
535456  2.31
535463  3.05
535475  3.79
535504  1.91
535526  3.30
535532  3.75
535544  3.06
535560  5.42
535560  4.18
535582  3.48
535623  5.60
535670  3.73
535679  7.77
535683  3.12
535686  6.23
535695  3.99
535705  2.46
535767  4.75
535777  3.62
535840  3.26
535843  3.91
535871  3.64
535896  3.29
535912  3.28
535921  6.73
535937  3.16
535981  1.93
536000  2.47
536031  4.22
536069  3.57
536103  4.35
536151  4.68
536239  3.19
536314  1.76
536342  4.54
536405  2.31
536427  4.71
536455  3.94
536465  3.13
536480  4.28
536575  3.04
536628  2.74
536634  4.02
536729  6.10
536794  3.31
536820  6.81
536876  5.19
536895  5.08
536930  2.55
536942  2.40
536970  2.50
536974  4.04
536989  7.22
537008  4.02
537027  3.54
537030  3.85
537115  3.02
537137  2.95
537322  2.35
537363  3.27
537398  3.60
537479  6.67
537489  5.28
537501  0.57
537602  6.76
537643  3.31
537724  3.42
537749  4.87
537756  5.64
537762  4.42
537774  3.45
537784  6.11
537796  2.30
537822  3.14
537837  3.68
537847  1.76
537853  3.89
537866  7.38
537869  3.64
537906  3.33
537910  3.55
537935  2.43
537966  2.57
537988  3.86
538016  6.06
538101  4.61
538111  4.89
538133  3.15
538136  3.59
538161  2.80
538195  1.94
538239  5.97
538318  6.44
538327  4.93
538384  3.28
538481  4.53
538528  4.49
538616  4.18
538626  2.05
538632  9.19
538663  2.57
538673  5.86
538792  6.91
538833  6.48
538874  2.03
538908  2.19
538927  3.41
538984  3.40
539037  7.92
539069  2.62
539078  4.59
539094  4.91
539244  3.58
539292  2.95
539361  10.45
539398  3.61
539436  4.77
539452  4.55
539474  5.10
539533  2.23
539552  3.00
539581  4.01
539609  8.98
539625  4.31
539672  2.33
539694  5.16
539747  4.34
539753  3.54
539800  3.10
539866  3.07
539907  4.25
539948  3.14
539951  3.34
539957  1.69
539964  3.56
539989  2.02
540011  3.75
540030  3.72
540130  3.75
540246  2.20
540300  3.30
540303  2.67
540360  3.04
540363  3.98
540382  2.90
540454  5.72
540501  6.21
540532  6.09
540542  5.20
540617  4.17
540636  4.83
540655  2.96
540724  5.51
540746  2.71
540799  3.36
540815  3.31
540828  3.29
540843  3.69
541003  3.89
541013  3.78
541041  4.58
541091  3.41
541110  3.06
541252  3.29
541261  1.77
541267  5.50
541280  4.63
541302  3.70
541387  2.53
541409  4.68
541440  2.52
541471  5.55
541497  3.98
541503  4.45
541603  3.35
541657  4.39
541688  2.57
541808  4.69
541836  3.39
541848  4.15
541880  2.25
541899  3.45
541980  2.60
542015  2.49
542021  6.40
542024  3.13
542043  4.21
542109  4.25
542112  1.93
542140  3.78
542172  3.15
542206  3.12
542225  3.29
542269  2.69
542279  4.16
542291  4.06
542298  9.44
542301  6.39
542304  5.07
542367  3.20
542370  4.26
542426  6.58
542429  3.45
542483  1.79
542539  2.65
542612  4.82
542615  2.95
542722  5.56
542728  4.24
542769  6.71
542778  2.73
542781  4.76
542784  4.74
542860  2.53
542891  2.55
542929  4.12
542951  4.15
543004  3.26
543029  6.05
543083  6.66
543086  4.18
543092  3.99
543098  3.38
543168  2.83
543237  5.24
543249  6.11
543256  1.85
543300  1.65
543318  1.56
543372  4.69
543403  3.51
543444  3.87
543447  4.08
543457  4.05
543485  3.42
543560  2.73
543567  7.59
543626  6.75
543632  3.68
543636  5.53
543645  3.64
543689  4.81
543695  3.66
543717  4.12
543720  5.09
543768  3.58
543777  2.35
543796  4.75
543815  3.29
543896  6.82
543906  5.23
544019  3.29
544022  1.69
544047  4.12
544251  3.14
544289  2.77
544311  2.94
544367  2.39
544371  1.49
544396  4.22
544427  1.93
544481  3.55
544537  3.57
544547  2.08
544603  3.41
544656  6.82
544663  4.56
544757  2.74
544760  3.49
544779  3.71
544873  2.79
544876  1.74
544886  5.16
544901  6.11
544980  2.86
544999  4.66
545062  2.84
545071  4.17
545124  4.89
545137  3.96
545146  2.62
545197  3.37
545200  2.29
545253  1.99
545275  3.93
545325  6.63
545357  2.51
545376  5.43
545388  2.27
545505  3.95
545536  2.48
545567  2.45
545577  4.29
545599  2.76
545624  4.09
545646  5.53
545665  2.41
545702  4.03
545734  3.22
545759  3.88
545771  6.11
545885  3.98
545900  3.76
545910  5.73
545913  6.33
545932  4.71
545982  6.28
546029  1.67
546042  3.45
546082  4.19
546152  3.62
546164  3.98
546196  2.28
546271  4.35
546274  2.99
546331  2.69
546356  4.79
546412  3.77
546475  3.67
546516  4.11
546563  2.22
546632  2.65
546695  5.14
546783  5.18
546795  3.54
546802  5.05
546808  2.43
546811  3.09
546839  2.97
546861  3.30
546893  4.72
546905  4.70
546909  4.09
546927  4.81
546962  4.51
546981  3.36
546996  6.93
547003  3.37
547028  2.10
547088  6.71
547169  5.21
547179  3.23
547188  2.41
547235  4.61
547414  5.22
547417  4.86
547427  5.16
547483  2.30
547515  1.79
547534  2.08
547578  3.88
547590  4.57
547760  6.35
547797  3.75
547810  6.01
547813  5.20
547851  6.90
547873  2.78
547929  5.99
547986  4.80
548030  4.75
548074  5.24
548143  6.57
548168  4.97
548181  2.15
548338  3.09
548372  2.18
548404  3.26
548407  2.77
548504  3.22
548526  2.69
548580  3.30
548661  6.56
548674  3.20
548702  3.00
548718  5.87
548869  5.40
548878  3.09
548944  6.16
549151  4.75
549227  5.56
549236  2.45
549406  2.31
549415  4.03
549428  1.81
549437  1.57
549531  3.53
549534  5.55
549566  3.12
549588  3.93
549600  2.40
549626  4.10
549629  4.29
549691  4.50
549770  3.12
549792  3.11
549817  2.92
549855  3.23
549886  7.88
549949  4.78
549971  3.30
550012  2.53
550043  3.69
550276  4.59
550285  2.98
550357  2.11
550389  2.96
550433  3.38
550587  5.25
550668  2.02
550687  4.83
550697  4.71
550800  4.54
550807  2.63
550822  4.54
550869  3.13
550932  4.50
550979  2.92
550989  3.65
550992  3.34
551001  3.75
551008  3.47
551086  5.74
551121  2.76
551143  4.51
551152  2.46
551253  5.02
551259  5.07
551312  2.88
551328  3.82
551366  3.15
551425  6.38
551428  4.96
551460  3.75
551472  3.12
551573  6.13
551601  4.09
551626  3.57
551658  4.54
551692  5.12
551721  3.59
551727  5.95
551805  2.87
551840  5.95
551900  3.52
551931  6.83
551937  4.85
552010  3.00
552016  1.98
552088  3.52
552157  6.31
552242  4.82
552261  3.78
552289  3.67
552355  5.21
552412  3.01
552415  4.47
552468  4.18
552522  5.07
552553  4.16
552594  3.31
552669  3.54
552685  2.54
552719  4.37
552735  1.56
552741  2.33
552757  3.25
552955  4.30
552983  3.83
553049  2.38
553081  2.67
553115  2.78
553131  1.77
553222  8.57
553253  6.62
553275  4.44
553279  2.64
553291  2.75
553432  3.95
553470  5.45
553495  3.22
553511  5.91
553564  3.88
553586  4.73
553618  3.59
553816  4.93
553831  5.86
553891  5.63
553907  4.13
553932  3.44
553948  3.87
553970  2.28
553985  5.09
554051  6.14
554057  7.06
554083  4.85
554152  4.43
554193  3.75
554208  4.08
554259  3.69
554475  5.07
554516  4.47
554566  5.35
554595  2.62
554670  5.14
554686  5.38
554739  2.49
554796  2.50
554928  2.74
555022  4.83
555066  3.38
555122  3.05
555125  5.98
555151  5.12
555188  4.65
555229  5.41
555361  2.72
555367  2.48
555380  3.02
555399  3.55
555443  4.41
555471  4.89
555505  1.98
555556  4.12
555565  3.88
555584  4.31
555631  6.95
555678  4.54
555685  1.44
555694  4.74
555710  4.58
555741  4.55
555772  3.46
555788  2.44
555826  4.07
555832  1.57
555857  2.76
555926  4.23
555930  2.52
555936  5.33
555961  2.61
555964  3.71
555983  4.54
555995  1.80
556115  3.88
556168  3.17
556259  3.77
556310  4.39
556328  3.05
556357  3.57
556401  3.03
556438  5.81
556573  3.61
556683  3.28
556709  4.83
556862  5.29
556941  5.41
556950  4.86
556994  2.94
557076  2.17
557129  4.18
557198  3.95
557202  3.59
557255  2.82
557274  4.39
557286  4.83
557330  2.59
557362  3.86
557396  0.48
557406  2.11
557412  5.02
557487  3.80
557503  2.98
557531  4.79
557607  4.93
557623  3.76
557663  3.86
557670  3.07
557698  3.67
557811  3.64
557861  6.56
557864  5.07
557902  4.60
557908  5.27
557965  1.37
557977  5.93
558015  4.64
558040  3.26
558103  4.40
558131  2.44
558141  1.98
558213  1.84
558232  2.90
558266  3.57
558314  3.93
558373  3.73
558420  3.66
558546  4.35
558565  3.90
558668  4.04
558706  3.46
558709  2.97
558741  4.98
558794  2.71
558800  3.65
558813  3.10
558832  6.41
558879  3.01
558967  4.05
559023  5.44
559045  2.72
559096  3.79
559146  4.84
559196  4.67
559234  3.64
559268  4.29
559278  5.07
559297  4.25
559385  4.38
559391  4.74
559397  2.78
559422  2.74
559579  2.46
559601  5.41
559605  5.03
559617  2.52
559623  5.35
559636  3.97
559639  3.22
559645  1.93
559670  2.81
559680  2.58
559683  4.40
559699  9.47
559749  3.24
559762  2.24
559774  5.40
559862  3.52
560051  3.82
560088  3.35
560135  7.00
560179  2.18
560182  1.84
560192  4.11
560211  3.86
560239  2.95
560365  3.04
560377  3.83
560405  4.86
560512  3.48
560606  5.47
560613  4.42
560635  5.38
560654  3.67
560657  4.65
560685  1.82
560801  3.82
560842  4.21
560880  1.66
560886  3.99
560911  1.68
561018  4.62
561034  5.45
561040  3.04
561062  5.19
561078  2.10
561131  4.81
561175  5.05
561178  5.14
561228  3.71
561288  2.92
561320  4.08
561326  4.63
561335  3.84
561348  2.67
561351  2.56
561357  3.16
561376  5.56
561389  1.76
561458  4.33
561461  5.16
561473  4.56
561477  3.07
561495  5.43
561499  5.98
561577  3.72
561674  6.62
561678  2.69
561734  2.62
561747  3.02
561772  7.77
561800  3.80
561816  3.76
561822  5.05
561919  4.19
561982  4.38
562039  4.21
562042  5.20
562120  6.71
562164  3.90
562168  6.27
562215  3.23
562293  7.13
562318  4.12
562337  4.18
562340  2.82
562375  5.65
562406  3.60
562413  2.72
562560  2.28
562676  4.74
562746  2.56
562796  2.71
562896  3.26
562931  3.02
563031  4.19
563060  3.44
563129  3.56
563151  2.87
563154  4.84
563176  3.99
563182  4.41
563185  5.16
563223  6.53
563236  5.75
563273  2.60
563355  1.74
563371  3.87
563424  4.83
563427  1.86
563459  2.32
563487  2.77
563496  3.53
563506  5.47
563540  3.30
563553  4.68
563590  4.85
563600  5.07
563691  4.99
563741  1.73
563763  5.37
563795  3.48
563813  3.74
563817  6.70
563835  3.31
563883  5.38
563930  2.57
563949  4.04
563952  5.45
564005  4.03
564071  3.08
564093  3.75
564109  4.14
564253  4.14
564259  2.04
564297  9.20
564357  1.81
564369  3.65
564413  5.33
564445  4.66
564479  1.38
564523  3.65
564564  4.59
564652  5.44
564677  5.52
564684  2.46
564737  2.65
564749  3.16
564753  4.62
564784  3.22
564797  4.02
564800  3.75
564841  6.37
564847  4.70
564897  4.44
564982  1.98
565004  8.13
565026  3.45
565067  3.10
565073  4.86
565120  2.17
565145  1.49
565177  3.09
565180  3.79
565192  3.35
565249  3.80
565321  3.05
565343  2.76
565434  5.19
565441  3.22
565484  4.18
565535  7.38
565538  6.33
565682  4.75
565686  3.22
565692  2.04
565698  3.05
565714  4.98
565720  4.21
565745  3.83
565767  2.04
565808  1.83
565817  3.37
565843  3.02
565849  4.56
565855  3.41
565905  4.77
565909  3.80
565915  4.32
565968  1.84
565990  2.32
566009  4.91
566037  6.12
566119  4.89
566122  3.20
566163  3.90
566216  3.42
566263  3.87
566395  4.01
566452  2.57
566461  3.23
566468  1.55
566609  2.39
566672  3.68
566719  3.65
566766  0.89
566772  5.67
566775  6.24
566863  4.59
566867  3.78
566948  2.86
567014  4.42
567090  6.51
567102  4.81
567137  2.09
567165  3.03
567193  6.03
567193  5.81
567247  2.26
567309  4.10
567363  5.08
567375  3.45
567379  1.85
567457  6.07
567498  5.43
567514  2.25
567532  2.17
567586  3.62
567592  2.25
567611  4.84
567617  3.41
567699  4.86
